time,bikeid,station_id,event
2015-02-04 12:53:00+00,16960,173,dock
2015-02-04 12:53:00+00,19400,523,undock
2015-02-04 12:53:00+00,16786,326,undock
2015-02-04 12:53:00+00,18846,327,undock
2015-02-04 12:53:00+00,21306,335,undock
2015-02-04 12:53:00+00,14811,466,undock
2015-02-04 12:53:00+00,21683,494,undock
2015-02-04 12:53:00+00,17948,312,undock
2015-02-04 12:54:00+00,18556,379,dock
2015-02-04 12:54:00+00,15996,441,dock
2015-02-04 12:54:00+00,17669,523,dock
2015-02-04 12:54:00+00,16017,486,dock
2015-02-04 12:54:00+00,21080,72,dock
2015-02-04 12:54:00+00,18620,524,dock
2015-02-04 12:54:00+00,17807,388,dock
2015-02-04 12:54:00+00,16394,428,dock
2015-02-04 12:54:00+00,18792,151,undock
2015-02-04 12:54:00+00,19028,347,undock
2015-02-04 12:54:00+00,17692,521,undock
2015-02-04 12:54:00+00,15247,386,undock
2015-02-04 12:54:00+00,20616,291,undock
2015-02-04 12:54:00+00,15994,520,undock
2015-02-04 12:55:00+00,21602,324,dock
2015-02-04 12:55:00+00,20626,325,dock
2015-02-04 12:55:00+00,21111,403,dock
2015-02-04 12:55:00+00,18736,527,dock
2015-02-04 12:55:00+00,19849,318,dock
2015-02-04 12:55:00+00,21496,474,dock
2015-02-04 12:55:00+00,14995,428,undock
2015-02-04 12:55:00+00,19785,504,undock
2015-02-04 12:55:00+00,20213,474,undock
2015-02-04 12:56:00+00,19376,435,dock
2015-02-04 12:56:00+00,14918,520,dock
2015-02-04 12:56:00+00,19470,348,dock
2015-02-04 12:56:00+00,20131,444,dock
2015-02-04 12:56:00+00,19174,516,dock
2015-02-04 12:56:00+00,15994,456,dock
2015-02-04 12:56:00+00,16977,2004,undock
2015-02-04 12:56:00+00,19884,150,undock
2015-02-04 12:56:00+00,20638,285,undock
2015-02-04 12:56:00+00,19593,534,undock
2015-02-04 12:57:00+00,19486,391,dock
2015-02-04 12:57:00+00,18078,391,dock
2015-02-04 12:57:00+00,16557,305,dock
2015-02-04 12:57:00+00,15733,79,dock
2015-02-04 12:57:00+00,15624,526,dock
2015-02-04 12:57:00+00,19047,320,dock
2015-02-04 12:57:00+00,21347,484,dock
2015-02-04 12:57:00+00,16969,498,undock
2015-02-04 12:57:00+00,16846,382,undock
2015-02-04 12:57:00+00,15158,137,undock
2015-02-04 12:58:00+00,20142,417,dock
2015-02-04 12:58:00+00,21005,431,dock
2015-02-04 12:58:00+00,21513,346,dock
2015-02-04 12:58:00+00,18175,525,dock
2015-02-04 12:58:00+00,18762,174,dock
2015-02-04 12:58:00+00,17999,233,dock
2015-02-04 12:58:00+00,21568,2006,dock
2015-02-04 12:58:00+00,18767,257,dock
2015-02-04 12:58:00+00,17948,295,dock
2015-02-04 12:58:00+00,20616,340,dock
2015-02-04 12:58:00+00,18078,391,undock
2015-02-04 12:58:00+00,19528,401,undock
2015-02-04 12:58:00+00,14979,147,undock
2015-02-04 12:58:00+00,17588,228,undock
2015-02-04 12:58:00+00,14917,498,undock
2015-02-04 12:58:00+00,16319,486,undock
2015-02-04 12:58:00+00,19849,318,undock
2015-02-04 12:58:00+00,16150,489,undock
2015-02-04 12:59:00+00,15949,276,dock
2015-02-04 12:59:00+00,16318,444,dock
2015-02-04 12:59:00+00,16626,261,dock
2015-02-04 12:59:00+00,16803,504,dock
2015-02-04 12:59:00+00,15253,336,dock
2015-02-04 12:59:00+00,21683,505,dock
2015-02-04 12:59:00+00,19486,391,undock
2015-02-04 12:59:00+00,17850,173,undock
2015-02-04 12:59:00+00,17577,465,undock
2015-02-04 12:59:00+00,21120,492,undock
2015-02-04 12:59:00+00,16780,212,undock
2015-02-04 12:59:00+00,18858,225,undock
2015-02-04 12:59:00+00,16682,293,undock
2015-02-04 12:59:00+00,20210,493,undock
2015-02-04 13:00:00+00,19251,523,dock
2015-02-04 13:00:00+00,16336,442,dock
2015-02-04 13:00:00+00,14811,496,dock
2015-02-04 13:00:00+00,15247,147,dock
2015-02-04 13:00:00+00,19593,264,dock
2015-02-04 13:00:00+00,18362,2004,undock
2015-02-04 13:00:00+00,19323,493,undock
2015-02-04 13:00:00+00,17805,382,undock
2015-02-04 13:01:00+00,21125,401,dock
2015-02-04 13:01:00+00,19335,496,dock
2015-02-04 13:01:00+00,21306,503,dock
2015-02-04 13:01:00+00,20213,446,dock
2015-02-04 13:01:00+00,20638,335,dock
2015-02-04 13:01:00+00,18303,236,undock
2015-02-04 13:01:00+00,17483,376,undock
2015-02-04 13:01:00+00,15112,478,undock
2015-02-04 13:01:00+00,16046,489,undock
2015-02-04 13:01:00+00,17369,321,undock
2015-02-04 13:01:00+00,18844,368,undock
2015-02-04 13:01:00+00,20740,147,undock
2015-02-04 13:02:00+00,17692,515,dock
2015-02-04 13:02:00+00,21270,472,undock
2015-02-04 13:02:00+00,16558,510,undock
2015-02-04 13:02:00+00,14558,150,undock
2015-02-04 13:03:00+00,18823,237,dock
2015-02-04 13:03:00+00,18947,355,dock
2015-02-04 13:03:00+00,18524,334,dock
2015-02-04 13:03:00+00,19785,335,dock
2015-02-04 13:03:00+00,19849,485,dock
2015-02-04 13:03:00+00,16150,521,dock
2015-02-04 13:03:00+00,20801,160,undock
2015-02-04 13:03:00+00,21248,546,undock
2015-02-04 13:03:00+00,18058,164,undock
2015-02-04 13:03:00+00,16320,500,undock
2015-02-04 13:03:00+00,15994,456,undock
2015-02-04 13:04:00+00,18205,446,dock
2015-02-04 13:04:00+00,15158,228,dock
2015-02-04 13:04:00+00,20210,492,dock
2015-02-04 13:04:00+00,18899,264,undock
2015-02-04 13:04:00+00,20912,474,undock
2015-02-04 13:04:00+00,17314,537,undock
2015-02-04 13:04:00+00,20369,313,undock
2015-02-04 13:04:00+00,20213,446,undock
2015-02-04 13:05:00+00,17132,342,dock
2015-02-04 13:05:00+00,20128,280,dock
2015-02-04 13:05:00+00,17721,369,dock
2015-02-04 13:05:00+00,16319,497,dock
2015-02-04 13:05:00+00,18858,238,dock
2015-02-04 13:05:00+00,16682,445,dock
2015-02-04 13:05:00+00,17340,385,undock
2015-02-04 13:05:00+00,21192,512,undock
2015-02-04 13:05:00+00,18416,128,undock
2015-02-04 13:05:00+00,14803,484,undock
2015-02-04 13:05:00+00,17132,342,undock
2015-02-04 13:05:00+00,21202,151,undock
2015-02-04 13:05:00+00,15187,236,undock
2015-02-04 13:06:00+00,17458,435,dock
2015-02-04 13:06:00+00,18846,380,dock
2015-02-04 13:06:00+00,18792,394,dock
2015-02-04 13:06:00+00,19028,355,dock
2015-02-04 13:06:00+00,14558,341,dock
2015-02-04 13:06:00+00,15994,520,dock
2015-02-04 13:06:00+00,18990,528,undock
2015-02-04 13:06:00+00,14910,307,undock
2015-02-04 13:06:00+00,15134,459,undock
2015-02-04 13:06:00+00,16477,387,undock
2015-02-04 13:06:00+00,20170,546,undock
2015-02-04 13:06:00+00,17337,488,undock
2015-02-04 13:07:00+00,15767,435,dock
2015-02-04 13:07:00+00,14995,475,dock
2015-02-04 13:07:00+00,15920,390,undock
2015-02-04 13:07:00+00,19023,533,undock
2015-02-04 13:07:00+00,16565,530,undock
2015-02-04 13:07:00+00,20241,237,undock
2015-02-04 13:07:00+00,17631,491,undock
2015-02-04 13:07:00+00,20046,485,undock
2015-02-04 13:07:00+00,18846,380,undock
2015-02-04 13:08:00+00,19826,225,dock
2015-02-04 13:08:00+00,18523,501,dock
2015-02-04 13:08:00+00,18885,326,dock
2015-02-04 13:08:00+00,16786,518,dock
2015-02-04 13:08:00+00,14917,488,dock
2015-02-04 13:08:00+00,20740,264,dock
2015-02-04 13:08:00+00,16320,457,dock
2015-02-04 13:08:00+00,18614,460,undock
2015-02-04 13:08:00+00,18226,330,undock
2015-02-04 13:08:00+00,20248,340,undock
2015-02-04 13:08:00+00,18936,151,undock
2015-02-04 13:08:00+00,18397,545,undock
2015-02-04 13:08:00+00,16033,527,undock
2015-02-04 13:08:00+00,15905,303,undock
2015-02-04 13:08:00+00,20848,486,undock
2015-02-04 13:08:00+00,14802,485,undock
2015-02-04 13:08:00+00,21124,496,undock
2015-02-04 13:09:00+00,17262,447,dock
2015-02-04 13:09:00+00,16780,496,dock
2015-02-04 13:09:00+00,17805,466,dock
2015-02-04 13:09:00+00,18844,402,dock
2015-02-04 13:09:00+00,16558,477,dock
2015-02-04 13:09:00+00,17337,479,dock
2015-02-04 13:09:00+00,20595,444,undock
2015-02-04 13:09:00+00,21657,463,undock
2015-02-04 13:09:00+00,20753,448,undock
2015-02-04 13:09:00+00,17274,504,undock
2015-02-04 13:09:00+00,16449,358,undock
2015-02-04 13:09:00+00,14625,250,undock
2015-02-04 13:09:00+00,14973,505,undock
2015-02-04 13:10:00+00,16969,2012,dock
2015-02-04 13:10:00+00,16846,348,dock
2015-02-04 13:10:00+00,14979,346,dock
2015-02-04 13:10:00+00,17588,447,dock
2015-02-04 13:10:00+00,19323,2023,dock
2015-02-04 13:10:00+00,17369,270,dock
2015-02-04 13:10:00+00,18058,472,dock
2015-02-04 13:10:00+00,21202,439,dock
2015-02-04 13:10:00+00,15187,504,dock
2015-02-04 13:10:00+00,18846,358,dock
2015-02-04 13:10:00+00,16320,457,undock
2015-02-04 13:10:00+00,20017,393,undock
2015-02-04 13:10:00+00,18418,341,undock
2015-02-04 13:10:00+00,17706,377,undock
2015-02-04 13:10:00+00,17948,295,undock
2015-02-04 13:10:00+00,16717,251,undock
2015-02-04 13:10:00+00,20690,116,undock
2015-02-04 13:10:00+00,18454,504,undock
2015-02-04 13:10:00+00,21607,250,undock
2015-02-04 13:11:00+00,19400,250,dock
2015-02-04 13:11:00+00,19528,2012,dock
2015-02-04 13:11:00+00,21120,484,dock
2015-02-04 13:11:00+00,18362,435,dock
2015-02-04 13:11:00+00,16477,249,dock
2015-02-04 13:11:00+00,20170,160,dock
2015-02-04 13:11:00+00,21124,444,dock
2015-02-04 13:11:00+00,19054,334,undock
2015-02-04 13:11:00+00,15428,395,undock
2015-02-04 13:11:00+00,14559,501,undock
2015-02-04 13:11:00+00,19028,355,undock
2015-02-04 13:11:00+00,17680,432,undock
2015-02-04 13:11:00+00,15696,330,undock
2015-02-04 13:12:00+00,21270,511,dock
2015-02-04 13:12:00+00,21248,518,dock
2015-02-04 13:12:00+00,17132,531,dock
2015-02-04 13:12:00+00,20046,379,dock
2015-02-04 13:12:00+00,14802,160,dock
2015-02-04 13:12:00+00,17343,153,undock
2015-02-04 13:12:00+00,15716,387,undock
2015-02-04 13:12:00+00,14630,396,undock
2015-02-04 13:12:00+00,17383,393,undock
2015-02-04 13:12:00+00,16393,486,undock
2015-02-04 13:12:00+00,19133,2008,undock
2015-02-04 13:12:00+00,18042,229,undock
2015-02-04 13:12:00+00,16468,153,undock
2015-02-04 13:12:00+00,15286,497,undock
2015-02-04 13:13:00+00,15112,499,dock
2015-02-04 13:13:00+00,16046,489,dock
2015-02-04 13:13:00+00,20848,526,dock
2015-02-04 13:13:00+00,14973,442,dock
2015-02-04 13:13:00+00,15696,387,dock
2015-02-04 13:13:00+00,15286,497,dock
2015-02-04 13:13:00+00,19647,496,undock
2015-02-04 13:13:00+00,19737,480,undock
2015-02-04 13:13:00+00,16285,329,undock
2015-02-04 13:13:00+00,18605,497,undock
2015-02-04 13:13:00+00,19432,442,undock
2015-02-04 13:13:00+00,20134,346,undock
2015-02-04 13:13:00+00,17248,390,undock
2015-02-04 13:13:00+00,17238,377,undock
2015-02-04 13:13:00+00,17626,264,undock
2015-02-04 13:14:00+00,20213,285,dock
2015-02-04 13:14:00+00,15134,347,dock
2015-02-04 13:14:00+00,15905,473,dock
2015-02-04 13:14:00+00,21607,265,dock
2015-02-04 13:14:00+00,21412,352,undock
2015-02-04 13:14:00+00,17588,447,undock
2015-02-04 13:14:00+00,16927,498,undock
2015-02-04 13:14:00+00,20005,284,undock
2015-02-04 13:14:00+00,16059,304,undock
2015-02-04 13:15:00+00,21228,316,dock
2015-02-04 13:15:00+00,17014,128,dock
2015-02-04 13:15:00+00,21045,252,dock
2015-02-04 13:15:00+00,20241,312,dock
2015-02-04 13:15:00+00,17631,442,dock
2015-02-04 13:15:00+00,16033,546,dock
2015-02-04 13:15:00+00,17680,326,dock
2015-02-04 13:15:00+00,16468,318,dock
2015-02-04 13:15:00+00,17299,432,undock
2015-02-04 13:15:00+00,19834,500,undock
2015-02-04 13:15:00+00,20119,500,undock
2015-02-04 13:15:00+00,15724,520,undock
2015-02-04 13:15:00+00,20614,233,undock
2015-02-04 13:15:00+00,17337,479,undock
2015-02-04 13:16:00+00,20369,2000,dock
2015-02-04 13:16:00+00,14625,285,dock
2015-02-04 13:16:00+00,18454,174,dock
2015-02-04 13:16:00+00,19445,410,undock
2015-02-04 13:16:00+00,21605,195,undock
2015-02-04 13:16:00+00,14558,341,undock
2015-02-04 13:16:00+00,15641,546,undock
2015-02-04 13:16:00+00,21226,289,undock
2015-02-04 13:17:00+00,14803,527,dock
2015-02-04 13:17:00+00,14910,151,dock
2015-02-04 13:17:00+00,18397,476,dock
2015-02-04 13:17:00+00,17274,528,dock
2015-02-04 13:17:00+00,16449,280,dock
2015-02-04 13:17:00+00,20690,435,dock
2015-02-04 13:17:00+00,18042,368,dock
2015-02-04 13:17:00+00,17626,224,dock
2015-02-04 13:17:00+00,16059,415,dock
2015-02-04 13:17:00+00,17337,488,dock
2015-02-04 13:17:00+00,16262,285,undock
2015-02-04 13:17:00+00,21202,439,undock
2015-02-04 13:17:00+00,20772,456,undock
2015-02-04 13:17:00+00,21019,153,undock
2015-02-04 13:17:00+00,15905,473,undock
2015-02-04 13:17:00+00,18397,476,undock
2015-02-04 13:17:00+00,16068,391,undock
2015-02-04 13:18:00+00,17314,127,dock
2015-02-04 13:18:00+00,20248,332,dock
2015-02-04 13:18:00+00,18936,151,dock
2015-02-04 13:18:00+00,19133,147,dock
2015-02-04 13:18:00+00,20614,395,dock
2015-02-04 13:18:00+00,21226,344,dock
2015-02-04 13:18:00+00,14619,401,undock
2015-02-04 13:18:00+00,17533,411,undock
2015-02-04 13:18:00+00,20880,346,undock
2015-02-04 13:18:00+00,15956,128,undock
2015-02-04 13:18:00+00,19419,224,undock
2015-02-04 13:18:00+00,15962,236,undock
2015-02-04 13:18:00+00,17061,146,undock
2015-02-04 13:18:00+00,18849,279,undock
2015-02-04 13:19:00+00,17577,438,dock
2015-02-04 13:19:00+00,18226,304,dock
2015-02-04 13:19:00+00,16717,317,dock
2015-02-04 13:19:00+00,19028,249,dock
2015-02-04 13:19:00+00,16393,280,dock
2015-02-04 13:19:00+00,17238,375,dock
2015-02-04 13:19:00+00,17927,422,undock
2015-02-04 13:19:00+00,16654,358,undock
2015-02-04 13:19:00+00,15733,79,undock
2015-02-04 13:19:00+00,18362,435,undock
2015-02-04 13:19:00+00,19138,342,undock
2015-02-04 13:19:00+00,20983,174,undock
2015-02-04 13:19:00+00,20525,301,undock
2015-02-04 13:19:00+00,17098,293,undock
2015-02-04 13:19:00+00,17187,523,undock
2015-02-04 13:20:00+00,20912,515,dock
2015-02-04 13:20:00+00,17948,265,dock
2015-02-04 13:20:00+00,14625,285,undock
2015-02-04 13:20:00+00,18945,332,undock
2015-02-04 13:20:00+00,19323,2023,undock
2015-02-04 13:20:00+00,18269,491,undock
2015-02-04 13:20:00+00,15354,448,undock
2015-02-04 13:20:00+00,15777,503,undock
2015-02-04 13:20:00+00,17034,293,undock
2015-02-04 13:20:00+00,19913,404,undock
2015-02-04 13:20:00+00,18380,448,undock
2015-02-04 13:20:00+00,18897,224,undock
2015-02-04 13:21:00+00,19884,264,dock
2015-02-04 13:21:00+00,17850,2012,dock
2015-02-04 13:21:00+00,21192,294,dock
2015-02-04 13:21:00+00,18416,529,dock
2015-02-04 13:21:00+00,18990,301,dock
2015-02-04 13:21:00+00,19432,546,dock
2015-02-04 13:21:00+00,20134,348,dock
2015-02-04 13:21:00+00,17248,271,dock
2015-02-04 13:21:00+00,20005,459,dock
2015-02-04 13:21:00+00,20119,529,dock
2015-02-04 13:21:00+00,15724,468,dock
2015-02-04 13:21:00+00,20830,467,undock
2015-02-04 13:21:00+00,19791,355,undock
2015-02-04 13:21:00+00,18042,368,undock
2015-02-04 13:22:00+00,20753,449,dock
2015-02-04 13:22:00+00,17383,531,dock
2015-02-04 13:22:00+00,18605,251,dock
2015-02-04 13:22:00+00,14811,496,undock
2015-02-04 13:22:00+00,17208,509,undock
2015-02-04 13:22:00+00,18654,128,undock
2015-02-04 13:22:00+00,21158,293,undock
2015-02-04 13:22:00+00,18175,525,undock
2015-02-04 13:23:00+00,18078,2000,dock
2015-02-04 13:23:00+00,17706,237,dock
2015-02-04 13:23:00+00,14559,393,dock
2015-02-04 13:23:00+00,16927,318,dock
2015-02-04 13:23:00+00,18397,503,dock
2015-02-04 13:23:00+00,16068,310,dock
2015-02-04 13:23:00+00,18849,2009,dock
2015-02-04 13:23:00+00,17721,369,undock
2015-02-04 13:23:00+00,19594,444,undock
2015-02-04 13:23:00+00,17417,150,undock
2015-02-04 13:23:00+00,17805,466,undock
2015-02-04 13:23:00+00,16520,300,undock
2015-02-04 13:23:00+00,17658,455,undock
2015-02-04 13:23:00+00,20070,533,undock
2015-02-04 13:23:00+00,18858,238,undock
2015-02-04 13:24:00+00,18418,303,dock
2015-02-04 13:24:00+00,17061,316,dock
2015-02-04 13:24:00+00,17187,498,dock
2015-02-04 13:24:00+00,18380,490,dock
2015-02-04 13:24:00+00,18897,360,dock
2015-02-04 13:24:00+00,21383,358,undock
2015-02-04 13:24:00+00,19291,305,undock
2015-02-04 13:24:00+00,16477,249,undock
2015-02-04 13:24:00+00,15898,445,undock
2015-02-04 13:24:00+00,17369,270,undock
2015-02-04 13:24:00+00,20876,356,undock
2015-02-04 13:25:00+00,19486,2000,dock
2015-02-04 13:25:00+00,15428,431,dock
2015-02-04 13:25:00+00,14630,83,dock
2015-02-04 13:25:00+00,17588,228,dock
2015-02-04 13:25:00+00,19834,526,dock
2015-02-04 13:25:00+00,15905,307,dock
2015-02-04 13:25:00+00,15962,497,dock
2015-02-04 13:25:00+00,19913,489,dock
2015-02-04 13:25:00+00,15046,268,undock
2015-02-04 13:25:00+00,19059,347,undock
2015-02-04 13:25:00+00,20142,417,undock
2015-02-04 13:25:00+00,14678,458,undock
2015-02-04 13:25:00+00,21589,523,undock
2015-02-04 13:25:00+00,21627,512,undock
2015-02-04 13:25:00+00,18964,497,undock
2015-02-04 13:25:00+00,14628,470,undock
2015-02-04 13:26:00+00,20780,377,dock
2015-02-04 13:26:00+00,18899,301,dock
2015-02-04 13:26:00+00,17340,435,dock
2015-02-04 13:26:00+00,16565,521,dock
2015-02-04 13:26:00+00,15641,168,dock
2015-02-04 13:26:00+00,20772,492,dock
2015-02-04 13:26:00+00,21019,402,dock
2015-02-04 13:26:00+00,18175,490,dock
2015-02-04 13:26:00+00,17314,127,undock
2015-02-04 13:26:00+00,19376,435,undock
2015-02-04 13:26:00+00,19730,241,undock
2015-02-04 13:26:00+00,17437,150,undock
2015-02-04 13:26:00+00,15016,466,undock
2015-02-04 13:26:00+00,14983,116,undock
2015-02-04 13:26:00+00,16164,358,undock
2015-02-04 13:27:00+00,19023,357,dock
2015-02-04 13:27:00+00,20017,345,dock
2015-02-04 13:27:00+00,15716,431,dock
2015-02-04 13:27:00+00,16285,212,dock
2015-02-04 13:27:00+00,19419,291,dock
2015-02-04 13:27:00+00,20525,293,dock
2015-02-04 13:27:00+00,17098,394,dock
2015-02-04 13:27:00+00,15777,497,dock
2015-02-04 13:27:00+00,17034,317,dock
2015-02-04 13:27:00+00,18654,345,dock
2015-02-04 13:27:00+00,21158,285,dock
2015-02-04 13:27:00+00,20070,167,dock
2015-02-04 13:27:00+00,18858,284,dock
2015-02-04 13:27:00+00,17750,433,undock
2015-02-04 13:27:00+00,16067,341,undock
2015-02-04 13:27:00+00,19133,147,undock
2015-02-04 13:27:00+00,15360,505,undock
2015-02-04 13:27:00+00,16424,510,undock
2015-02-04 13:27:00+00,19667,153,undock
2015-02-04 13:27:00+00,17725,500,undock
2015-02-04 13:27:00+00,18709,484,undock
2015-02-04 13:28:00+00,17483,376,dock
2015-02-04 13:28:00+00,21657,523,dock
2015-02-04 13:28:00+00,19737,459,dock
2015-02-04 13:28:00+00,20880,402,dock
2015-02-04 13:28:00+00,15956,294,dock
2015-02-04 13:28:00+00,19323,440,dock
2015-02-04 13:28:00+00,18269,379,dock
2015-02-04 13:28:00+00,15354,465,dock
2015-02-04 13:28:00+00,17208,334,dock
2015-02-04 13:28:00+00,17562,511,undock
2015-02-04 13:28:00+00,21294,356,undock
2015-02-04 13:28:00+00,20286,351,undock
2015-02-04 13:28:00+00,14613,260,undock
2015-02-04 13:28:00+00,19174,516,undock
2015-02-04 13:28:00+00,17447,336,undock
2015-02-04 13:28:00+00,20002,238,undock
2015-02-04 13:29:00+00,20983,442,dock
2015-02-04 13:29:00+00,18042,229,dock
2015-02-04 13:29:00+00,14811,466,dock
2015-02-04 13:29:00+00,16520,531,dock
2015-02-04 13:29:00+00,17658,519,dock
2015-02-04 13:29:00+00,20876,307,dock
2015-02-04 13:29:00+00,16220,380,undock
2015-02-04 13:29:00+00,19114,195,undock
2015-02-04 13:29:00+00,18840,505,undock
2015-02-04 13:29:00+00,20840,2009,undock
2015-02-04 13:30:00+00,18303,442,dock
2015-02-04 13:30:00+00,18614,399,dock
2015-02-04 13:30:00+00,14558,295,dock
2015-02-04 13:30:00+00,17533,545,dock
2015-02-04 13:30:00+00,19791,2004,dock
2015-02-04 13:30:00+00,17417,229,dock
2015-02-04 13:30:00+00,17805,485,dock
2015-02-04 13:30:00+00,14628,521,dock
2015-02-04 13:30:00+00,16164,380,dock
2015-02-04 13:30:00+00,19977,486,undock
2015-02-04 13:30:00+00,17706,237,undock
2015-02-04 13:30:00+00,20527,430,undock
2015-02-04 13:30:00+00,15387,466,undock
2015-02-04 13:30:00+00,21506,486,undock
2015-02-04 13:30:00+00,21367,444,undock
2015-02-04 13:30:00+00,21111,403,undock
2015-02-04 13:30:00+00,16225,247,undock
2015-02-04 13:30:00+00,17979,147,undock
2015-02-04 13:31:00+00,19647,167,dock
2015-02-04 13:31:00+00,21412,168,dock
2015-02-04 13:31:00+00,18945,408,dock
2015-02-04 13:31:00+00,19594,388,dock
2015-02-04 13:31:00+00,17369,395,dock
2015-02-04 13:31:00+00,14983,380,dock
2015-02-04 13:31:00+00,18709,485,dock
2015-02-04 13:31:00+00,20663,335,undock
2015-02-04 13:31:00+00,15425,445,undock
2015-02-04 13:31:00+00,16564,526,undock
2015-02-04 13:31:00+00,14612,518,undock
2015-02-04 13:32:00+00,19054,435,dock
2015-02-04 13:32:00+00,19138,412,dock
2015-02-04 13:32:00+00,18964,334,dock
2015-02-04 13:32:00+00,20002,127,dock
2015-02-04 13:32:00+00,17979,417,dock
2015-02-04 13:32:00+00,16164,380,undock
2015-02-04 13:32:00+00,21314,387,undock
2015-02-04 13:32:00+00,20307,368,undock
2015-02-04 13:33:00+00,15016,526,dock
2015-02-04 13:33:00+00,17725,137,dock
2015-02-04 13:33:00+00,19174,516,dock
2015-02-04 13:33:00+00,17447,358,dock
2015-02-04 13:33:00+00,16225,380,dock
2015-02-04 13:33:00+00,19293,469,undock
2015-02-04 13:33:00+00,15730,395,undock
2015-02-04 13:33:00+00,16336,442,undock
2015-02-04 13:33:00+00,18823,237,undock
2015-02-04 13:33:00+00,14656,493,undock
2015-02-04 13:34:00+00,15898,335,dock
2015-02-04 13:34:00+00,21627,2021,dock
2015-02-04 13:34:00+00,15360,528,dock
2015-02-04 13:34:00+00,16424,513,dock
2015-02-04 13:34:00+00,19667,488,dock
2015-02-04 13:34:00+00,14613,417,dock
2015-02-04 13:34:00+00,21111,432,dock
2015-02-04 13:34:00+00,16483,514,undock
2015-02-04 13:34:00+00,19803,352,undock
2015-02-04 13:34:00+00,20880,402,undock
2015-02-04 13:35:00+00,18362,514,dock
2015-02-04 13:35:00+00,16477,296,dock
2015-02-04 13:35:00+00,21589,334,dock
2015-02-04 13:35:00+00,21367,537,dock
2015-02-04 13:35:00+00,18530,492,undock
2015-02-04 13:35:00+00,20040,300,undock
2015-02-04 13:35:00+00,18945,408,undock
2015-02-04 13:36:00+00,18088,435,dock
2015-02-04 13:36:00+00,15920,386,dock
2015-02-04 13:36:00+00,17299,167,dock
2015-02-04 13:36:00+00,20830,157,dock
2015-02-04 13:36:00+00,19291,518,dock
2015-02-04 13:36:00+00,19133,348,dock
2015-02-04 13:36:00+00,20840,386,dock
2015-02-04 13:36:00+00,14612,440,dock
2015-02-04 13:36:00+00,17756,347,undock
2015-02-04 13:36:00+00,19570,450,undock
2015-02-04 13:36:00+00,18972,128,undock
2015-02-04 13:36:00+00,18231,530,undock
2015-02-04 13:36:00+00,18460,368,undock
2015-02-04 13:37:00+00,17437,545,dock
2015-02-04 13:37:00+00,18840,402,dock
2015-02-04 13:37:00+00,15387,458,dock
2015-02-04 13:37:00+00,21506,472,dock
2015-02-04 13:37:00+00,21314,327,dock
2015-02-04 13:37:00+00,20307,382,dock
2015-02-04 13:37:00+00,14656,479,dock
2015-02-04 13:37:00+00,18945,2009,dock
2015-02-04 13:37:00+00,17680,326,undock
2015-02-04 13:37:00+00,16424,513,undock
2015-02-04 13:37:00+00,20316,490,undock
2015-02-04 13:37:00+00,17910,284,undock
2015-02-04 13:37:00+00,20656,247,undock
2015-02-04 13:37:00+00,20174,382,undock
2015-02-04 13:37:00+00,16551,160,undock
2015-02-04 13:38:00+00,19445,363,dock
2015-02-04 13:38:00+00,21605,393,dock
2015-02-04 13:38:00+00,21202,455,dock
2015-02-04 13:38:00+00,17721,394,dock
2015-02-04 13:38:00+00,19114,308,dock
2015-02-04 13:38:00+00,20527,343,dock
2015-02-04 13:38:00+00,16748,483,undock
2015-02-04 13:38:00+00,16605,386,undock
2015-02-04 13:38:00+00,17850,2012,undock
2015-02-04 13:38:00+00,14901,462,undock
2015-02-04 13:38:00+00,21500,493,undock
2015-02-04 13:38:00+00,20325,410,undock
2015-02-04 13:38:00+00,15641,168,undock
2015-02-04 13:38:00+00,20690,435,undock
2015-02-04 13:38:00+00,20110,511,undock
2015-02-04 13:38:00+00,21510,368,undock
2015-02-04 13:38:00+00,17722,511,undock
2015-02-04 13:39:00+00,17343,153,dock
2015-02-04 13:39:00+00,19376,483,dock
2015-02-04 13:39:00+00,19730,83,dock
2015-02-04 13:39:00+00,17750,238,dock
2015-02-04 13:39:00+00,16067,531,dock
2015-02-04 13:39:00+00,20286,329,dock
2015-02-04 13:39:00+00,16164,116,dock
2015-02-04 13:39:00+00,18823,317,dock
2015-02-04 13:39:00+00,18460,127,dock
2015-02-04 13:39:00+00,18380,490,undock
2015-02-04 13:39:00+00,16520,531,undock
2015-02-04 13:39:00+00,20139,477,undock
2015-02-04 13:39:00+00,16285,212,undock
2015-02-04 13:39:00+00,19719,2012,undock
2015-02-04 13:39:00+00,21186,453,undock
2015-02-04 13:39:00+00,15905,307,undock
2015-02-04 13:39:00+00,18531,515,undock
2015-02-04 13:40:00+00,15733,237,dock
2015-02-04 13:40:00+00,16564,510,dock
2015-02-04 13:40:00+00,18231,457,dock
2015-02-04 13:40:00+00,20946,361,undock
2015-02-04 13:40:00+00,14832,475,undock
2015-02-04 13:40:00+00,18088,435,undock
2015-02-04 13:40:00+00,19487,320,undock
2015-02-04 13:40:00+00,16891,348,undock
2015-02-04 13:40:00+00,20852,521,undock
2015-02-04 13:40:00+00,18709,485,undock
2015-02-04 13:41:00+00,20984,500,dock
2015-02-04 13:41:00+00,21314,327,undock
2015-02-04 13:41:00+00,16786,518,undock
2015-02-04 13:41:00+00,17196,435,undock
2015-02-04 13:41:00+00,18799,294,undock
